tier,source,comp_type,address,city,state,zip,subdivision,prop_type,prop_subtype,lot_sf,finished_sf,year_built,beds,baths,price,price_per_lot_sf,date,status,query_status,mls_id,source_url,notes,tier_rationale
D,IDX-juanjoseelizondo,pure_land,224 E University Drive,Edinburg,TX,78539,Edinburg Original Townsite,Commercial Sale,Commercial,3550,3356,1938,,0,370000,104.23,5/29/2025,Closed,sold,386090,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/386090/224-E-University-Drive-Edinburg-TX?widgetReferer=true,,Small lot but commercial-feeling — context
D,IDX-juanjoseelizondo,pure_land,201 E University Drive,Edinburg,TX,78539,Edinburg Original Townsite,Commercial Sale,Commercial,4500,4422,1977,,0,500000,111.11,1/27/2025,Closed,sold,455553,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/455553/201-E-University-Drive-Edinburg-TX?widgetReferer=true,,Small lot but commercial-feeling — context
D,IDX-juanjoseelizondo,pure_land,510 E University Drive,Edinburg,TX,78539,Edinburg Original Townsite,Commercial Sale,Commercial,3550,2364,1980,,0,160000,45.07,9/19/2023,Closed,sold,400219,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/400219/510-E-University-Drive-Edinburg-TX?widgetReferer=true,,Small lot but commercial-feeling — context
C,IDX-juanjoseelizondo,pure_land,506 Closner Boulevard,Edinburg,TX,78539,Alhambra Plaza Condos,Commercial Sale,Commercial,3919,2000,2002,,0,299000,76.29,2025-09-04,Active,active,480127,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/480127/506-Closner-Boulevard-Edinburg-TX?widgetReferer=true,,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,pure_land,524 S Closner Boulevard,Edinburg,TX,78539,Alhambra Plaza Condos,Commercial Sale,Commercial,3919,2000,2002,,0,279000,71.19,2025-09-04,Active,active,480124,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/480124/524-S-Closner-Boulevard-Edinburg-TX?widgetReferer=true,,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,pure_land,526 S Closner Boulevard B,Edinburg,TX,78539,Alhambra Plaza Condos,Commercial Sale,Commercial,3919,2000,2002,,0,279000,71.19,2025-09-04,Active,active,480068,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/480068/526-S-Closner-Boulevard-B-Edinburg-TX?widgetReferer=true,,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,pure_land,"506 S Closner Boulevard 506, 524, 526B",Edinburg,TX,78539,Alhambra Plaza Condos,Commercial Sale,Commercial,3919,6000,2002,,0,825000,210.51,2025-09-04,Active,active,480039,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/480039/506-S-Closner-Boulevard-506-524-526B-Edinburg-TX?widgetReferer=true,,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,pure_land,2505 Cornerstone Boulevard,Edinburg,TX,78539,Cornerstone Medical Park,Commercial Sale,Commercial,3599,2337,1997,,0,365000,101.42,2025-07-18,Active,active,476174,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/476174/2505-Cornerstone-Boulevard-Edinburg-TX?widgetReferer=true,,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,pure_land,2401 Cornerstone Boulevard,Edinburg,TX,78539,Cornerstone Medical Park,Commercial Sale,Commercial,4799,4800,2007,,0,899000,187.33,2025-04-30,Pending,active,470103,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/470103/2401-Cornerstone-Boulevard-Edinburg-TX?widgetReferer=true,,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,pure_land,2508 Buddy Owens Avenue,McAllen,TX,78504,Hacienda Plaza Condominiums,Commercial Sale,Commercial,2451,1300,2005,,0,220000,89.76,3/21/2025,Closed,sold,445668,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/445668/2508-Buddy-Owens-Avenue-McAllen-TX?widgetReferer=true,,Pure land sale but commercial-flagged subdivision — context only
D,IDX-juanjoseelizondo,pure_land,2208 Primrose Avenue N,McAllen,TX,78504,International Center,Commercial Sale,Commercial,3148,1620,1980,,0,175000,55.59,11/15/2023,Closed,sold,414180,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/414180/2208-Primrose-Avenue-N-McAllen-TX?widgetReferer=true,,Small lot but commercial-feeling — context
D,IDX-juanjoseelizondo,pure_land,2526 Buddy Owens Boulevard,McAllen,TX,78504,Hacienda Plaza Condominiums,Commercial Sale,Commercial,3676,1950,2005,,0,250000,68.01,7/07/2023,Closed,sold,403373,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/403373/2526-Buddy-Owens-Boulevard-McAllen-TX?widgetReferer=true,,Small lot but commercial-feeling — context
B,IDX-juanjoseelizondo,pure_land,115 S 17th Street,McAllen,TX,78501,Mcallen Addition,Commercial Sale,Commercial,3500,2135,1970,,0,200000,57.14,9/04/2025,Closed,sold,473528,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/473528/115-S-17th-Street-McAllen-TX?widgetReferer=true,,"Pure-land sale 1,500-3,500 SF in residential context"
D,IDX-juanjoseelizondo,pure_land,4209 N 22nd Street,McAllen,TX,78501,International Center,Commercial Sale,Commercial,3750,1640,1984,,0,260000,69.33,5/28/2025,Closed,sold,450879,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/450879/4209-N-22nd-Street-McAllen-TX?widgetReferer=true,,Small lot but commercial-feeling — context
B,IDX-juanjoseelizondo,pure_land,9 S Main Street,McAllen,TX,78501,Mcallen,Commercial Sale,Commercial,3500,3500,1976,,0,302000,86.29,3/07/2025,Closed,sold,445912,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/445912/9-S-Main-Street-McAllen-TX?widgetReferer=true,,"Pure-land sale 1,500-3,500 SF in residential context"
D,IDX-juanjoseelizondo,pure_land,306 17th Street,McAllen,TX,78501,Mcallen Addition,Commercial Sale,Commercial,3642,1560,1971,,0,170000,46.68,1/27/2025,Closed,sold,414964,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/414964/306-17th-Street-McAllen-TX?widgetReferer=true,,Small lot but commercial-feeling — context
B,IDX-juanjoseelizondo,pure_land,424 S Main Street,McAllen,TX,78501,Downtown Project Sml,Commercial Sale,Commercial,3497,2972,1977,,0,312000,89.22,1/03/2025,Closed,sold,455556,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/455556/424-S-Main-Street-McAllen-TX?widgetReferer=true,,"Pure-land sale 1,500-3,500 SF in residential context"
D,IDX-juanjoseelizondo,pure_land,3911 N 10th Street M,McAllen,TX,78501,French Quarter Condominium,Commercial Sale,Commercial,2181,736,2004,,0,100000,45.85,9/27/2024,Closed,sold,433706,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/433706/3911-N-10th-Street-M-McAllen-TX?widgetReferer=true,,Pure land sale but commercial-flagged subdivision — context only
B,IDX-juanjoseelizondo,pure_land,801 N Ware Road,McAllen,TX,78501,Villa Bonita #1,Commercial Sale,Commercial,1920,3000,2009,,0,365000,190.1,9/25/2024,Closed,sold,442651,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/442651/801-N-Ware-Road-McAllen-TX?widgetReferer=true,,"Pure-land sale 1,500-3,500 SF in residential context"
D,IDX-juanjoseelizondo,pure_land,508 W Expressway 83 508,McAllen,TX,78501,O & E Commercial Condominiums,Commercial Sale,Commercial,3909,2047,1987,,0,498000,127.4,6/10/2024,Closed,sold,395003,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/395003/508-W-Expressway-83-508-McAllen-TX?widgetReferer=true,,Small lot but commercial-feeling — context
D,IDX-juanjoseelizondo,pure_land,116 N 12th Street,McAllen,TX,78501,North Mcallen,Commercial Sale,Commercial,4970,1434,1974,,0,130500,26.26,3/01/2024,Closed,sold,427234,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/427234/116-N-12th-Street-McAllen-TX?widgetReferer=true,,Small lot but commercial-feeling — context
D,IDX-juanjoseelizondo,pure_land,109 W US Highway 83,McAllen,TX,78501,Cathay Courts,Commercial Sale,Commercial,2983,1627,2009,,0,320000,107.27,5/12/2023,Closed,sold,399910,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/399910/109-W-US-Highway-83-McAllen-TX?widgetReferer=true,,Small lot but commercial-feeling — context
C,IDX-juanjoseelizondo,pure_land,215 S 17th Street,McAllen,TX,78501,Mcallen Addition,Commercial Sale,Commercial,4203,2940,2004,,0,475000,113.01,2026-02-06,Active,active,494188,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/494188/215-S-17th-Street-McAllen-TX?widgetReferer=true,,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,pure_land,325 S 17th Street,McAllen,TX,78501,Mcallen Addition,Commercial Sale,Commercial,3484,1968,1960,,0,235000,67.45,2025-10-28,Active,active,483523,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/483523/325-S-17th-Street-McAllen-TX?widgetReferer=true,,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,pure_land,201 S 17th Street,McAllen,TX,78501,Mcallen Addition,Commercial Sale,Commercial,3497,6802,1977,,0,699000,199.89,2025-09-08,Active,active,480417,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/480417/201-S-17th-Street-McAllen-TX?widgetReferer=true,,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,pure_land,314 S 17th Street,McAllen,TX,78501,Downtown Project Sml,Commercial Sale,Commercial,3500,5030,1970,,0,250000,71.43,2025-03-12,Active,active,465122,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/465122/314-S-17th-Street-McAllen-TX?widgetReferer=true,,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,pure_land,323 S Broadway Street,McAllen,TX,78501,Mcallen Addition,Commercial Sale,Commercial,4652,5800,1966,,0,575000,123.6,2025-01-02,Active,active,457569,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/457569/323-S-Broadway-Street-McAllen-TX?widgetReferer=true,,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,pure_land,19 S Main Street,McAllen,TX,78501,Mcallen Addition,Commercial Sale,Commercial,3497,3330,1972,,0,399995,114.38,2024-07-08,Active,active,443574,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/443574/19-S-Main-Street-McAllen-TX?widgetReferer=true,,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,pure_land,214 S 17th Street,McAllen,TX,78501,Downtown Project Sml,Commercial Sale,Commercial,3500,2039,1979,,0,380000,108.57,2024-05-15,Active,active,437765,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/437765/214-S-17th-Street-McAllen-TX?widgetReferer=true,,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,pure_land,2015 N Conway Avenue,Mission,TX,78572,Conway Plaza,Commercial Sale,Commercial,4149,1450,1996,,0,208000,50.13,2/19/2025,Closed,sold,457238,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/457238/2015-N-Conway-Avenue-Mission-TX?widgetReferer=true,,Small lot but commercial-feeling — context
D,IDX-juanjoseelizondo,pure_land,2210 E Expressway 83 Highway K,Mission,TX,78572,Barton Creek Pavilion Condominium,Commercial Sale,Commercial,4839,1300,2016,,0,225000,46.5,9/27/2024,Closed,sold,443639,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/443639/2210-E-Expressway-83-Highway-K-Mission-TX?widgetReferer=true,,Small lot but commercial-feeling — context
D,IDX-juanjoseelizondo,pure_land,2210 E Expressway 83 Highway J,Mission,TX,78572,Barton Creek Pavilion Condominium,Commercial Sale,Commercial,4839,1300,2016,,0,225000,46.5,7/31/2024,Closed,sold,398076,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/398076/2210-E-Expressway-83-Highway-J-Mission-TX?widgetReferer=true,,Small lot but commercial-feeling — context
D,IDX-juanjoseelizondo,pure_land,100 S Dunlap Avenue,Mission,TX,78572,Leal #1,Commercial Sale,Commercial,4700,3884,1940,,0,125000,26.6,7/12/2024,Closed,sold,414992,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/414992/100-S-Dunlap-Avenue-Mission-TX?widgetReferer=true,,Small lot but commercial-feeling — context
D,IDX-juanjoseelizondo,pure_land,2400 Brock Street 23,Mission,TX,78572,Shary Business Center Condos,Commercial Sale,Commercial,4477,2156,2000,,0,210000,46.91,11/03/2023,Closed,sold,412022,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/412022/2400-Brock-Street-23-Mission-TX?widgetReferer=true,,Small lot but commercial-feeling — context
D,IDX-juanjoseelizondo,pure_land,805 San Antonio Avenue,Mission,TX,78572,Harmony Mobile,Commercial Sale,Commercial,4999,1092,1992,,0,160000,32.01,9/15/2023,Closed,sold,406400,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/406400/805-San-Antonio-Avenue-Mission-TX?widgetReferer=true,,Small lot but commercial-feeling — context
C,IDX-juanjoseelizondo,pure_land,823 Perkins Avenue,Mission,TX,78572,Greenlawn Terrace,Commercial Sale,Commercial,2482,1200,2025,,0,185000,74.54,2025-09-19,Active,active,481333,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/481333/823-Perkins-Avenue-Mission-TX?widgetReferer=true,,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,pure_land,6620 S Cage Boulevard,Pharr,TX,78577,Evans,Commercial Sale,Commercial,4399,800,2016,,0,175000,39.78,2/07/2025,Closed,sold,439642,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/439642/6620-S-Cage-Boulevard-Pharr-TX?widgetReferer=true,,Small lot but commercial-feeling — context
D,IDX-juanjoseelizondo,pure_land,301 W Clark Avenue,Pharr,TX,78577,Pharr Original Townsite,Commercial Sale,Commercial,4999,2207,1968,,0,120000,24.0,9/06/2024,Closed,sold,433733,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/433733/301-W-Clark-Avenue-Pharr-TX?widgetReferer=true,,Small lot but commercial-feeling — context
B,IDX-juanjoseelizondo,pure_land,616 S Nebraska Avenue,San Juan,TX,78589,San Juan Original Townsite,Commercial Sale,Commercial,3250,1196,1980,,0,90000,27.69,12/19/2024,Closed,sold,451520,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/451520/616-S-Nebraska-Avenue-San-Juan-TX?widgetReferer=true,,"Pure-land sale 1,500-3,500 SF in residential context"
C,IDX-juanjoseelizondo,pure_land,614 S Nebraska Avenue,San Juan,TX,78589,San Juan Original Townsite,Commercial Sale,Commercial,3497,750,1987,,0,135000,38.6,2025-12-03,Active,active,488216,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/488216/614-S-Nebraska-Avenue-San-Juan-TX?widgetReferer=true,,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,pure_land,702 E Expressway 83 Highway A6,Donna,TX,78537,New Donna Plaza North,Commercial Sale,Commercial,3317,3318,2008,,0,497700,150.05,2025-10-08,Active,active,482888,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/482888/702-E-Expressway-83-Highway-A6-Donna-TX?widgetReferer=true,,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,pure_land,2501 W Military Highway C9,McAllen,TX,78503,Mcallen Produce Terminal Market Condos,Commercial Sale,Commercial,4634,1412,1993,,0,465000,100.35,10/10/2024,Closed,sold,430768,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/430768/2501-W-Military-Highway-C9-McAllen-TX?widgetReferer=true,,Small lot but commercial-feeling — context
D,IDX-juanjoseelizondo,pure_land,110 E Savannah Avenue 202,McAllen,TX,78503,South Texas Specialist Center,Commercial Sale,Commercial,4907,1998,1986,,0,250000,50.95,9/08/2023,Closed,sold,410803,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/410803/110-E-Savannah-Avenue-202-McAllen-TX?widgetReferer=true,,Small lot but commercial-feeling — context
A,IDX-juanjoseelizondo,townhouse_retail,2832 Allen Drive,Edinburg,TX,78539,Rincon De Las Fuentes,Residential,Townhouse,1900,1430,2020,3,2,248888,130.99,4/17/2026,Closed,sold,492054,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/492054/2832-Allen-Drive-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
A,IDX-juanjoseelizondo,townhouse_retail,1410 S 7th Avenue,Edinburg,TX,78539,Shibui Village,Residential,Townhouse,2939,2205,2025,3,4,350000,119.09,4/02/2026,Closed,sold,490314,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/490314/1410-S-7th-Avenue-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
A,IDX-juanjoseelizondo,townhouse_retail,3217 W Sprague Street 25,Edinburg,TX,78539,Brownwood Ph 2,Residential,Townhouse,2157,1030,2014,2,2,148000,68.61,3/06/2026,Closed,sold,491949,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/491949/3217-W-Sprague-Street-25-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
D,IDX-juanjoseelizondo,townhouse_retail,519 S 4th Avenue A1,Edinburg,TX,78539,Edinburg Manor Condo,Residential,Condominium,2373,1089,1983,2,1,80000,33.71,8/03/2023,Closed,sold,406297,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/406297/519-S-4th-Avenue-A1-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
B,IDX-juanjoseelizondo,townhouse_retail,519 S 4th Avenue,Edinburg,TX,78539,Edinburg Manor Condo,Residential,Condominium,1580,696,1975,1,1,60000,37.97,7/19/2024,Closed,sold,441020,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/441020/519-S-4th-Avenue-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Sold townhouse w/in 24mo, lot 1,500-5,000 SF — secondary imputed-land basis"
B,IDX-juanjoseelizondo,townhouse_retail,3637 N Kenyon Road N,Edinburg,TX,78539,Monte Cristo,Residential,Condominium,2495,640,1973,1,1,65000,26.05,3/12/2025,Closed,sold,457408,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/457408/3637-N-Kenyon-Road-N-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Sold townhouse w/in 24mo, lot 1,500-5,000 SF — secondary imputed-land basis"
D,IDX-juanjoseelizondo,townhouse_retail,519 S 4th Avenue B2,Edinburg,TX,78539,Edinburg Manor Condo,Residential,Condominium,1580,696,1983,1,1,73000,46.2,3/05/2024,Closed,sold,406294,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/406294/519-S-4th-Avenue-B2-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
A,IDX-juanjoseelizondo,townhouse_retail,1114 Tori Lane D,Edinburg,TX,78539,Raynee's Condominiums Ph 1,Residential,Condominium,2560,1056,1977,2,2,82000,32.03,12/08/2025,Closed,sold,480715,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/480715/1114-Tori-Lane-D-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
B,IDX-juanjoseelizondo,townhouse_retail,519 S 4th Avenue A1,Edinburg,TX,78539,Edinburg Manor Condo,Residential,Condominium,2373,1089,1983,2,1,102660,43.26,12/20/2024,Closed,sold,455641,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/455641/519-S-4th-Avenue-A1-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Sold townhouse w/in 24mo, lot 1,500-5,000 SF — secondary imputed-land basis"
D,IDX-juanjoseelizondo,townhouse_retail,519 S 4th Avenue D2,Edinburg,TX,78539,Edinburg Manor Condo,Residential,Condominium,2600,980,1975,2,2,110000,42.31,1/09/2024,Closed,sold,412857,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/412857/519-S-4th-Avenue-D2-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,3217 W Sprague Street 6,Edinburg,TX,78539,Brownwood Ph 2,Residential,Townhouse,2387,1030,2013,2,2,140000,58.65,12/05/2023,Closed,sold,417649,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/417649/3217-W-Sprague-Street-6-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
B,IDX-juanjoseelizondo,townhouse_retail,718 Wellington Avenue,Edinburg,TX,78539,Brownwood Ph 2,Residential,Townhouse,2556,1146,2009,2,2,143000,55.95,6/10/2024,Closed,sold,427550,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/427550/718-Wellington-Avenue-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Sold townhouse w/in 24mo, lot 1,500-5,000 SF — secondary imputed-land basis"
B,IDX-juanjoseelizondo,townhouse_retail,3217 W Sprague Street 5,Edinburg,TX,78539,Brownwood Ph 2,Residential,Townhouse,2387,1030,2013,2,2,145000,60.75,10/01/2024,Closed,sold,432585,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/432585/3217-W-Sprague-Street-5-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Sold townhouse w/in 24mo, lot 1,500-5,000 SF — secondary imputed-land basis"
C,IDX-juanjoseelizondo,townhouse_retail,1420 S 7th Avenue,Edinburg,TX,78539,Shibui Village,Residential,Townhouse,2940,2600,2026,4,4,429000,145.92,2026-04-25,Active,active,502769,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502769/1420-S-7th-Avenue-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,townhouse_retail,818 Hill Country Road,Edinburg,TX,78539,Hill Country Villas,Residential,Single Family Residence,6104,2645,1999,5,5,359000,58.81,2026-04-24,Active,active,502539,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502539/818-Hill-Country-Road-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
C,IDX-juanjoseelizondo,townhouse_retail,1406 N 7th Avenue,Edinburg,TX,78539,Shibui Village,Residential,Townhouse,2939,1654,2025,2,3,325000,110.58,2026-04-16,Active,active,502017,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502017/1406-N-7th-Avenue-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,townhouse_retail,3608 Bridget Street,Edinburg,TX,78539,Las Villas At Autumn Ridge,Residential,Single Family Residence,5555,1280,2005,3,2,230000,41.4,2026-04-01,Active,active,500421,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/500421/3608-Bridget-Street-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
C,IDX-juanjoseelizondo,townhouse_retail,2838 Allen Drive,Edinburg,TX,78539,Rincon De Las Fuentes,Residential,Townhouse,1951,1502,2023,3,2,265000,135.83,2025-06-11,Active,active,473448,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/473448/2838-Allen-Drive-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,519 S 4th Avenue C2,Edinburg,TX,78539,Edinburg Manor Condo,Residential,Condominium,2374,1089,1975,2,1,110000,46.34,2025-10-08,Active,active,481475,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/481475/519-S-4th-Avenue-C2-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,3302 S Sugar Road B,Edinburg,TX,78539,Regency,Residential,Townhouse,2228,1852,2019,3,4,211000,94.7,2025-10-14,Active,active,483248,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/483248/3302-S-Sugar-Road-B-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,townhouse_retail,4109 Carol Lane,Edinburg,TX,78539,Cesar Village,Residential,Single Family Residence,5248,1375,2025,3,2,269900,51.43,2025-10-24,Active,active,483984,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/483984/4109-Carol-Lane-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
C,IDX-juanjoseelizondo,townhouse_retail,519 S 4th Avenue,Edinburg,TX,78539,Edinburg Manor Condo,Residential,Condominium,2374,1089,1973,2,2,85000,35.8,2026-03-19,Active,active,498337,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/498337/519-S-4th-Avenue-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,townhouse_retail,3507 Bridget Street,Edinburg,TX,78539,Las Villas At Autumn Ridge,Residential,Single Family Residence,5797,2167,2005,3,3,229000,39.5,2026-01-27,Active,active,493173,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/493173/3507-Bridget-Street-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,1920 Katherine Avenue,Edinburg,TX,78539,Las Villas At Autumn Ridge,Residential,Single Family Residence,5502,1789,2005,3,3,229999,41.8,2026-01-28,Active,active,493299,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/493299/1920-Katherine-Avenue-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,4212 Carol Drive,Edinburg,TX,78541,Cesar Village,Residential,Single Family Residence,5475,1455,2025,3,2,279000,50.96,3/26/2026,Closed,sold,494996,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/494996/4212-Carol-Drive-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
A,IDX-juanjoseelizondo,townhouse_retail,1606 Nassau Street,Edinburg,TX,78541,Summer Winds Ph. 1,Residential,Townhouse,2002,1211,2005,2,3,132000,65.93,3/24/2026,Closed,sold,491862,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/491862/1606-Nassau-Street-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
A,IDX-juanjoseelizondo,townhouse_retail,2221 N Woody Street,Edinburg,TX,78541,Russell Village,Residential,Single Family Residence,2059,1555,2024,3,2,250000,121.42,3/24/2026,Closed,sold,483064,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/483064/2221-N-Woody-Street-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
